Date,AAPL,META,JPM,JNJ,XOM,AMZN,PG,NEE,CAT,NVDA,SP500
2019-01-03,-0.10492445024250746,-0.02946862516439156,-0.01431425211224244,-0.016017899076181816,-0.015472739758586594,-0.025565528700364833,-0.007036003397283098,-0.002476047183002355,-0.03929638308221765,-0.062319109577407536,-0.02506833181891511
2019-01-04,0.0418033456160548,0.04606082742698037,0.036202442728234134,0.016644205670232184,0.0362064109185029,0.04885111342984534,0.02020492618337161,0.018249377203743204,0.05320464085280283,0.06209881003268486,0.03375939906034647
2019-01-07,-0.002228259133506102,0.0007246855588157279,0.0006949648101299552,-0.006435597076785356,0.005186694426864337,0.03377651087852466,-0.004008237311499909,-0.0014500490168497615,0.0006240230259627712,0.051586853959793476,0.006985975995229761
2019-01-08,0.01888357199761839,0.03193654691267178,-0.0018877484175545153,0.022960861057909548,0.0072443807155876064,0.016475884077589695,0.003683910482965422,0.007286938161980396,0.011938298627634682,-0.02521032574181984,0.009648587336497393
2019-01-09,0.01683947574477141,0.01185677553720546,-0.0016917374836249483,-0.007957042088383822,0.005261378570231516,0.0017128868892680703,-0.0164665622404694,-0.004331166725466717,0.0038455633118776303,0.019475725731945982,0.004089671332822161
2019-01-10,0.003190823696842453,-0.0002079404909535519,-9.955412263460638e-05,0.006031700740134053,-0.005122589457464676,-0.0019302905505940288,0.0024162026053867955,0.014934867613879082,0.020439195622984144,0.018415592413920746,0.004508241374462229
2019-01-11,-0.00986675875831975,-0.0027776420646230568,-0.004792710409763176,0.0003082169816921616,-0.0045906897750483495,-0.00950021578853727,0.006559648071106662,0.0018229449468072378,-0.006489366924995611,0.024486059296141283,-0.0001463085444824661
2019-01-14,-0.015151126454551814,0.010996140692501502,0.010256469780893366,-0.011394129821438689,-0.0012556996920969996,-0.014335246209543026,-0.0067789511535588706,-0.025827090046253776,-0.002273641853986287,0.010759548087183683,-0.00527139458724949
2019-01-15,0.020260332271139023,0.0241907344385375,0.0073042632635081355,0.008383901695879804,0.0005583664110400165,0.034848007027612496,0.009390889859464102,0.02017697501776905,-0.008457117217371145,-0.0037961237091316312,0.010664618879761001
2019-01-16,0.012142455822620432,-0.009511329014717846,0.008032223634119063,-0.010256591469006116,-0.00041870821770219303,0.005490895184266011,-0.0069800843507260004,-0.00022887223905275995,0.007394660669334004,-0.0068964811375592785,0.0022195205290883643
2019-01-17,0.005919988833806945,0.00513797210019035,0.004089208506394939,0.008166941896926842,0.006816425484484966,0.005590776836741111,-0.00014344856857267021,0.0046263816443906395,0.0216382288795284,0.019164935025363806,0.007562730706235749
2019-01-18,0.006140873719209024,0.011664806640170196,0.01609581812098823,0.012318493865125714,0.011852613781726147,0.0017583478423892555,0.008568390831499685,0.0034131490424879046,0.021608644243939042,0.033763161180582604,0.01309691283985578
2019-01-22,-0.02270203028595695,-0.016599336649574754,-0.01590152327989856,-0.014567363933246943,-0.015185546440912781,-0.038480037543253826,-0.010777241968293728,0.007298986298803227,-0.032438744625244105,-0.05339834451101219,-0.014258476827972471
2019-01-23,0.0040362182511337035,-0.02240816611255506,-0.0025290538910965276,0.0,-0.008240370159028471,0.004798041569364464,0.047504643038048494,0.011212148051792648,-0.0031808936378177996,0.0034890811752173747,0.002200489919450871
2019-01-24,-0.007957910586437866,0.010547269338905076,0.000584223625623537,-0.01383759247691965,0.0014013349971239556,0.009050258811113534,-0.005710124506331545,0.0050048129991817816,0.006879304468658223,0.05569125477563012,0.001374780110977555
2019-01-25,0.03259993783490343,0.021571776003446945,0.006306828279627602,0.009402398534949327,0.004471583835365259,0.009406237482289068,-0.007451042614817974,-0.03430729566931803,0.030641680432391735,0.014528847840457425,0.008452867700518018
2019-01-28,-0.009298139983963283,-0.010388589616338536,0.004727984674151999,0.005909182812385763,-0.00671530958049624,-0.01975608942600138,-0.0008550599503948952,-0.009980258093639196,-0.09569757622300142,-0.14878459248616052,-0.007877775848708898
2019-01-29,-0.010418467003819291,-0.022493065517394616,0.002787934409371232,0.010334775648685545,0.003783011846822393,-0.02723753876321456,0.0002141276405001541,0.0022585181587871177,0.017218478109406823,-0.047559278709622954,-0.0014573079351148383
2019-01-30,0.0661009035476838,0.04229959215099098,0.0023013127383731363,0.010001455192473889,0.010848678881260404,0.04690977564140571,0.010422122706391732,0.004213886440144033,0.027900719735711118,0.04305682191104716,0.015429609891560045
2019-01-31,0.007175429221001028,0.10270447597742323,-0.008753885315466592,0.010879488287866428,0.013601957733017499,0.028504578463132847,0.02042042637356824,0.030578022557620394,0.023171415514679015,0.04525201495256216,0.008560648809767757
2019-02-01,0.00048055278400567237,-0.00589669398615538,0.00366463816772218,0.008380580521430113,0.03539212358620178,-0.055321193100996084,0.0103127658280209,-0.006502115094411244,-0.017041589069594413,0.006794393284578619,0.0008982065848071141
2019-02-04,0.028009328879161615,0.021137820443139544,0.003555567798825864,-0.009884425580047046,-0.014594906044816941,0.004344132475857494,0.005728592031151058,0.00157326995864256,-0.00022921538144365312,0.03028336529233156,0.006753381117479676
2019-02-05,0.016964537055931744,0.011221688920957092,-0.004422139929233793,0.0,0.010239018800312,0.015491866188782571,-0.0060363770321626205,0.000392879834177986,0.008521223286900024,0.005148451570185063,0.0046973704373502
2019-02-06,0.0003444223456723506,-0.003922127397771846,-0.00048196276164596755,0.0009023948191384681,-0.004375441907862526,-0.011245686147586902,0.004913696490630454,-0.0003928798341779465,-0.011122291214367915,0.02013616471753091,-0.0022269157175087858
2019-02-07,-0.019121155452102998,-0.02440216160241484,-0.013196387316059674,-0.00716845747746963,-0.007736311309699814,-0.015910006048540103,-0.007997239992696654,0.01808386751107612,-0.01357427203002353,-0.03715239656628014,-0.009401193202230233
2019-02-08,0.0011748015196121253,0.00569326620161669,-0.010012867504761299,0.0026471123701816202,0.0016234489472485728,-0.016330834290413307,0.0058504856583248286,0.009111635626966092,-0.0013985812891282338,0.005074564214560591,0.0006759725660127
2019-02-11,-0.005767851835653601,-0.009245837206476721,-0.004746827989423132,-0.003025793131749736,0.0016206032983526273,0.0017488562477837048,0.005714841900724226,0.0,0.0025627338671730246,-0.011676069976366277,0.0007088518038183947
2019-02-12,0.008580333256162365,-0.004533939178493849,0.016906477650280246,0.01623110380754389,0.017391806765605686,0.029119271400045343,0.010023849986084916,0.0014197582518525789,0.02859527963436332,0.031720923903369995,0.012807852902838604
2019-02-13,-0.004163274204786662,-0.005894801760863633,0.0047641215268688945,0.0021592593327125977,0.011209940839182331,0.0012141827176494052,-0.0002013250409738726,-0.0022944585895952182,0.0032358444479505676,0.011248139822941913,0.0030194315937109753
2019-02-14,0.003636372082303515,-0.0007315609606718393,-0.006520302724540099,-0.001041780389688724,0.0002620641415417996,-0.010635630351720703,-0.007890910737717747,-0.0013134867456274125,-0.0036126739072612195,0.010735185636209246,-0.0026551633836986214
2019-02-15,-0.002226959980219341,-0.00888347436212002,0.030102925054237086,0.015294739404608142,0.018704557659529657,-0.009100547125929937,0.00020310603298929564,0.0078002332252150525,0.026636275637932666,0.018020413690108934,0.010820004664957538
2019-02-19,0.002987660357792907,-0.0012931054856913154,-0.0035118752470936496,-0.005072298690593904,0.006669619850136155,0.012134157679584378,0.015216632471276914,0.007201005974920583,-0.002941313426015429,-0.00445878759230705,0.0014976213265920058
2019-02-20,0.006415010932680071,0.0016621221333809866,0.004837476176938617,0.004852211293799491,0.003827410589980914,-0.0033725745741388113,-0.007126033477381649,0.0014555676744733457,0.03267115571019049,0.012120009050593116,0.00177553356074094
2019-02-21,-0.005654514432176472,-0.01562340127929853,-0.00208412874205086,-0.006844350014446562,-0.009082449223043932,-0.0016412354851550698,0.005023768314029928,0.004943374075402654,-0.010243791408730019,-0.01768955346827342,-0.0035326693258413886
2019-02-22,0.011103712065097403,0.01149344541289117,-0.0044660601217455746,0.008676016690460695,0.007680666667651058,0.007456236282017583,0.004699314158714172,0.008380388173991126,-0.0014411958334072568,0.021718075252579808,0.006390638694710404
2019-02-25,0.007258120326158845,0.016722676427370988,0.010421758471780588,0.0036778880989681304,0.0010196056161709804,0.0008821844156088245,-0.006806468635019275,-0.0013295348863700527,0.019493990980072953,-0.0031459781729591195,0.0012311044497517107
2019-02-26,0.0005739282245734097,-0.0029809346062030766,-0.007663609502815944,-0.0006608976197344143,0.0020362323410768827,0.0020798706668898187,0.002607989832537257,0.0018607767285235425,-0.024554403435469385,-0.010069793654039032,-0.0007907696728402984
2019-02-27,0.003092599518812429,-0.008074830550362448,-0.0012351508365315688,-0.0017651041907927926,0.010244476238928903,0.0028619124443764036,-0.009258046685232741,-0.0009093343867715577,0.011528991252470054,-0.010815914660582899,-0.0005441974362980739
2019-02-28,-0.009884701332983073,-0.008388571606415665,-0.007636866979227806,0.00565145172154441,-0.005551977921708951,-0.0007680274393184955,-0.00364637692364648,0.004859087350253595,-0.01617832224935108,-0.0063971769090709054,-0.002829507598950442
2019-03-01,0.010456346695969041,0.005127803686768335,0.0006706225035082802,0.01243700620077275,0.012199051195661321,0.01926645484769524,-0.001117032381697788,-0.0008522983587060718,0.0009461000609091224,0.014096799121294168,0.006871656588713028
2019-03-04,0.00501691164757874,0.030883702441238402,-0.002300871520287345,0.0009389681543843435,0.003867485677575721,0.014513750908028594,0.004358644349328538,0.00361885089657479,0.006381042999037865,0.0021072248112858254,-0.003888107395255168
2019-03-05,-0.0018213211814790205,0.022975756496665216,-0.0007681648937175512,0.0020923855440161438,-0.0014952620285626093,-0.002207450450986818,0.0022227481276767803,0.00042498938166238563,-0.008784058610192266,-0.0016597177249142025,-0.001132173489706859
2019-03-06,-0.005770480177558175,0.007272502953773954,-0.0037531540253779166,0.0023032655206593,-0.011412972107423371,-0.013970631881135682,-0.0016162646141583562,-0.003990586586383354,-0.016987789865214074,-0.028974466391164962,-0.00654547360412503
2019-03-07,-0.011642105211227828,-0.019787472635287653,-0.007257235424725895,-0.006129980868052093,0.011038773972112729,-0.02610244391897686,-0.0038480954811491515,0.0019173687586849968,-0.015170465957916478,-0.018519729817846147,-0.008158911138331157
2019-03-08,0.002373750384286314,0.0027748840114920283,0.00038863410498358927,-0.0013031126703978231,-0.01444998743680967,-0.0031724020434359033,-0.0014215977669680905,0.0040889261434454574,-0.010978820055883815,0.009203153950247364,-0.0021339641314536495
2019-03-11,0.03405597891422778,0.014458781678596946,0.012924482057528722,0.0036151988173599263,0.009698183630419077,0.030274928015204303,0.011818872023471823,0.004230608496601917,0.013310436851724007,0.06738081555728151,0.014559535563489445
2019-03-12,0.011172642380761627,-0.000872220634560937,-0.00297541123579154,0.004464301975527454,0.0027537782926881312,0.0014833846646547194,0.004708638083206385,0.00730813572360307,-0.004744260149669374,0.008527182393724578,0.002948965727805163
2019-03-13,0.004412171663916079,0.008398850621722033,0.003358639490407807,0.0016515654226523081,0.008836174850045005,0.010529488021602368,0.011231099331973254,0.0004190908372829192,0.00766972507289786,0.036846770746456106,0.0069255467570192835
