Ticker,Rows,Start,End,Null Count,Status
AAPL,1509,2019-01-02,2024-12-30,0,OK
META,1509,2019-01-02,2024-12-30,0,OK
JPM,1509,2019-01-02,2024-12-30,0,OK
JNJ,1509,2019-01-02,2024-12-30,0,OK
XOM,1509,2019-01-02,2024-12-30,0,OK
AMZN,1509,2019-01-02,2024-12-30,0,OK
PG,1509,2019-01-02,2024-12-30,0,OK
NEE,1509,2019-01-02,2024-12-30,0,OK
CAT,1509,2019-01-02,2024-12-30,0,OK
NVDA,1509,2019-01-02,2024-12-30,0,OK
^GSPC,1509,2019-01-02,2024-12-30,0,OK
